排名	学校名称	学校英文名	国家/地区
51-100	加州大学尔湾分校	University of California, Irvine	美国
51-100	芝加哥大学	University of Chicago	美国
51-100	马萨诸塞大学阿默斯特分校	University of Massachusetts Amherst	美国
51-100	中国科学技术大学	University of Science and Technology of China	中国
51-100	悉尼科技大学	University of Technology Sydney	澳大利亚
51-100	威斯康辛大学麦迪逊分校	University of Wisconsin-Madison	美国
51-100	延世大学	Yonsei University	韩国
51-100	浙江大学	Zhejiang University	中国
101-150	布朗大学	Brown University	美国
101-150	巴黎高等理工学院	Ecole Polytechnique	法国
101-150	埃因霍温理工大学	Eindhoven University of Technology	荷兰
101-150	汉阳大学	Hanyang University	韩国
101-150	柏林洪堡大学	Humboldt-Universität zu Berlin	德国
101-150	印度理工学院马德拉斯分校	Indian Institute of Technology Madras (IITM)	印度
101-150	印第安纳大学伯明顿分校	Indiana University Bloomington	美国
101-150	兰卡斯特大学	Lancaster University	英国
101-150	伦敦政治经济学院	London School of Economics and Political Science (LSE)	英国
101-150	南京大学	Nanjing University	中国
101-150	国立成功大学	National Cheng Kung University (NCKU)	台湾
101-150	国立交通大学	National Chiao Tung University	台湾
101-150	国立台湾科技大学	National Taiwan University of Science and Technology (Taiwan Tech)	台湾
101-150	雅典国立科技大学	National Technical University of Athens	希腊
101-150	北卡罗来纳州立大学	North Carolina State University	美国
101-150	西北大学	Northwestern University	美国
101-150	俄亥俄州立大学	The Ohio State University	美国
101-150	大阪大学	Osaka University	日本
101-150	马德里理工大学	Politécnica de Madrid	西班牙
101-150	昆士兰科技大学	Queensland University of Technology (QUT)	澳大利亚
101-150	莱斯大学	Rice University	美国
101-150	西门菲莎大学	Simon Fraser University	加拿大
101-150	达姆施塔特工业大学	Technische Universität Darmstadt	德国
101-150	特拉维夫大学	Tel Aviv University	以色列
101-150	阿德雷德大学	The University of Adelaide	澳大利亚
101-150	华威大学	The University of Warwick	英国
101-150	智利大学	Universidad de Chile	智利
101-150	墨西哥国立自治大学	Universidad Nacional Autónoma de México  (UNAM)	墨西哥
101-150	米兰大学	University of Milan	意大利
101-150	比萨大学	University of Pisa	意大利
101-150	萨尔大学	Universität des Saarlandes	德国
101-150	加泰罗尼亚理工大学	Universitat Politècnica de Catalunya	西班牙
101-150	鲁汶大学（法语）	Université catholique de Louvain (UCL)	比利时
101-150	蒙特利尔大学	Université de Montréal	加拿大
101-150	马来西亚国民大学	Universiti Kebangsaan Malaysia (UKM)	马来西亚
101-150	马来西亚博特拉大学	Universiti Putra Malaysia (UPM)	马来西亚
101-150	都柏林大学学院	University College Dublin	爱尔兰
101-150	阿尔伯塔大学	University of Alberta	加拿大
101-150	伯明翰大学	University of Birmingham	英国
101-150	布里斯托大学	University of Bristol	英国
101-150	加州大学戴维斯分校	University of California, Davis	美国
101-150	哥本哈根大学	University of Copenhagen	丹麦
101-150	格拉斯哥大学	University of Glasgow	英国
101-150	赫尔辛基大学	University of Helsinki	芬兰
101-150	里斯本大学	University of Lisbon	葡萄牙
101-150	明尼苏达大学双城分校	University of Minnesota	美国
101-150	北卡罗来纳大学教堂山分校	University of North Carolina, Chapel Hill	美国
101-150	南安普敦大学	University of Southampton	英国
101-150	苏黎世大学	University of Zurich	瑞士
101-150	乌普萨拉大学	Uppsala University	瑞典
101-150	阿姆斯特丹自由大学	Vrije Universiteit Amsterdam	荷兰
101-150	早稻田大学	Waseda University	日本
151-200	奥尔堡大学	Aalborg University	丹麦
151-200	阿尔托大学	Aalto University	芬兰
151-200	亚利桑那州立大学	Arizona State University	美国
151-200	法国中央理工学院	CentraleSupélec	法国
151-200	查尔姆斯工业大学	Chalmers University of Technology	瑞典
151-200	哈尔滨工业大学	Harbin Institute of Technology	中国
151-200	耶路撒冷希伯来大学	The Hebrew University of Jerusalem	以色列
151-200	印度科学学院	Indian Institute of Science (IISc) Bangalore	印度
151-200	印度理工学院坎普尔分校	Indian Institute of Technology Kanpur (IITK)	印度
151-200	印度理工学院克勒格布尔分校	Indian Institute of Technology Kharagpur (IIT-KGP)	印度
151-200	墨西哥国立理工大学	Instituto Politécnico Nacional (IPN)	墨西哥
151-200	庆应义塾大学	Keio University	日本
151-200	九州大学	Kyushu University	日本
151-200	隆德大学	Lund University	瑞典
151-200	密歇根州立大学	Michigan State University	美国
151-200	国立中山大学	National Sun Yat-sen University	台湾
151-200	智利天主大学	Pontificia Universidad Católica de Chile (UC)	智利
151-200	伦敦大学玛丽女王学院	Queen Mary University of London	英国
151-200	皇后大学	Queen's University at Kingston	加拿大
151-200	波恩大学	Rheinische Friedrich-Wilhelms-Universität Bonn	德国
151-200	海德堡大学	Ruprecht-Karls-Universitaet Heidelberg	德国
151-200	圣彼得堡国立大学	Saint-Petersburg State University	俄国
151-200	丹麦理工大学	Technical University of Denmark	丹麦
151-200	德累斯顿工业大学	Technische Universität Dresden	德国
151-200	德州农工大学	Texas A&M University	美国
151-200	诺丁汉大学	The University of Nottingham	英国
151-200	谢菲尔德大学	The University of Sheffield	英国
151-200	西澳大学	The University of Western Australia	澳大利亚
151-200	东北大学（日本）	Tohoku University	日本
151-200	马德里卡洛斯三世大学	Universidad Carlos III de Madrid (UC3M)	西班牙
151-200	马德里康普斯顿大学	University Complutense Madrid	西班牙
151-200	米纳斯吉拉斯联邦大学	Universidade Federal de Minas Gerais	巴西
151-200	巴塞罗那大学	University of Barcelona	西班牙
151-200	斯图加特大学	Universität Stuttgart	德国
151-200	维也纳大学	University of Vienna	奥地利
151-200	加州大学圣塔芭芭拉分校	University of California, Santa Barbara (UCSB)	美国
151-200	坎特伯雷大学（新西兰）	University of Canterbury	新西兰
151-200	日内瓦大学	University of Geneva	瑞士
151-200	伊利诺伊大学芝加哥分校	University of Illinois, Chicago (UIC)	美国
151-200	奥斯陆大学	University of Oslo	挪威
151-200	奥塔戈大学	University of Otago	新西兰
151-200	弗吉尼亚大学	University of Virginia	美国
151-200	约克大学（英国）	University of York	英国
151-200	乌得勒支大学	Utrecht University	荷兰
151-200	惠灵顿维多利亚大学	Victoria University of Wellington	新西兰
151-200	弗吉尼亚理工学院	Virginia Polytechnic Institute and State University	美国
151-200	武汉大学	Wuhan University	中国
151-200	西安交通大学	Xi’an Jiaotong University	中国
201-250	北京理工大学	Beijing Institute of Technology	中国
201-250	卡迪夫大学	Cardiff University	英国
201-250	科廷大学	Curtin University	澳大利亚
201-250	布拉格工业大学	Czech Technical University in Prague	捷克
201-250	迪肯大学	Deakin University	澳大利亚
201-250	柏林自由大学	Freie Universitaet Berlin	德国
201-250	华中科技大学	Huazhong University of Science and Technology	中国
201-250	伊利诺伊理工学院	Illinois Institute of Technology	美国
201-250	林茨大学	Johannes Kepler University Linz	奥地利
201-250	法赫德国王石油与矿产大学	King Fahd University of Petroleum & Minerals	沙特
201-250	沙特国王大学	King Saud University	沙特
201-250	庆熙大学	Kyung Hee University	韩国
201-250	麦考瑞大学	Macquarie University	澳大利亚
201-250	麦克马斯特大学	McMaster University	加拿大
201-250	雅典大学	National and Kapodistrian University of Athens	希腊
201-250	国立中央大学	National Central University	台湾
201-250	高威大学	National University of Ireland, Galway	爱尔兰
201-250	纽卡斯尔大学（英国）	Newcastle University	英国
201-250	东北大学	Northeastern University	美国
201-250	挪威科技大学	Norwegian University of Science And Technology	挪威
201-250	罗格斯大学	Rutgers University - New Brunswick	美国
201-250	上海大学	Shanghai University	中国
201-250	新加坡管理大学	Singapore Management University	新加坡
201-250	中山大学	Sun Yat-sen University	中国
201-250	斯威本科技大学	Swinburne University of Technology	澳大利亚
201-250	多特蒙德工业大学	TU Dortmund University	德国
201-250	格拉茨工业大学	Graz University of Technology	奥地利
201-250	蒙特雷理工学院	Instituto Tecnológico y de Estudios Superiores de Monterrey	墨西哥
201-250	巴黎高等电信学院	TELECOM ParisTech	法国
201-250	都柏林三一学院	Trinity College Dublin, The University of Dublin	爱尔兰
201-250	布宜诺斯艾利斯大学	Universidad de Buenos Aires (UBA)	阿根廷
201-250	里约热内卢联邦大学	Universidade Federal do Rio de Janeiro	巴西
201-250	南里奥格兰德联邦大学	Universidade Federal do Rio Grande Do Sul	巴西
201-250	帕多瓦大学	Università di Padova	意大利
201-250	特伦托大学	University of Trento	意大利
201-250	弗莱堡大学	Albert-Ludwigs-Universitaet Freiburg	德国
201-250	巴黎第六大学	Université Pierre et Marie Curie (UPMC)	法国
201-250	科克大学学院	University College Cork	爱尔兰
201-250	亚利桑那大学	The University of Arizona	美国
201-250	卡尔加里大学	University of Calgary	加拿大
201-250	科罗拉多大学博尔德分校	University of Colorado Boulder	美国
201-250	格罗宁根大学	University of Groningen	荷兰
201-250	纽卡斯尔大学（澳洲）	The University of Newcastle, Australia (UON)	澳大利亚
201-250	匹兹堡大学	University of Pittsburgh	美国
201-250	波尔图大学	University of Porto	葡萄牙
201-250	南澳大学	University of South Australia	澳大利亚
201-250	维多利亚大学（加拿大）	University of Victoria	加拿大
201-250	怀卡托大学	University of Waikato	新西兰
201-250	卧龙岗大学	University of Wollongong	澳大利亚
201-250	魏茨曼科学学院	Weizmann Institute of Science	以色列
201-250	西安大略大学	The University of Western Ontario	加拿大
251-300	奥克兰理工大学	Auckland University of Technology (AUT)	新西兰
251-300	鲍曼大学	Bauman Moscow State Technical University	俄国
251-300	北京航空航天大学	Beihang University (former BUAA)	中国
251-300	北京师范大学	Beijing Normal University	中国
251-300	北京工业大学	Beijing University of Technology	中国
251-300	海峡大学	Bogaziçi Üniversitesi	土耳其
251-300	布鲁内尔大学	Brunel University London	英国
251-300	布拉格查尔斯大学	Charles University in Prague	捷克
251-300	朱拉隆功大学	Chulalongkorn University	泰国
251-300	康考迪亚大学	Concordia University	加拿大
251-300	达特茅斯学院	Dartmouth College	美国
251-300	都柏林城市大学	Dublin City University	爱尔兰
251-300	阿卜杜勒阿齐兹国王大学	King Abdulaziz University (KAU)	沙特
251-300	莱顿大学	Leiden University	荷兰
251-300	林雪平大学	Linköping University	瑞典
251-300	中东理工大学	Middle East Technical University	土耳其
251-300	莫斯科物理技术学院	Moscow Institute of Physics and Technology (MIPT / Moscow Phystech)	俄国
251-300	马来西亚多媒体大学	Multimedia University (MMU)	马来西亚
251-300	名古屋大学	Nagoya University	日本
251-300	国立中兴大学	National Chung Hsing University	台湾
251-300	伊斯兰堡国立科技大学	National University of Sciences And Technology (NUST) Islamabad	巴基斯坦
251-300	新西伯利亚国立大学	Novosibirsk State University	俄国
251-300	里约热内卢天主大学	Pontifícia Universidade Católica do Rio de Janeiro	巴西
251-300	贝尔法斯特女王大学	Queen's University Belfast	英国
251-300	伦斯勒理工学院	Rensselaer Polytechnic Institute	美国
251-300	伦敦大学皇家霍洛威学院	Royal Holloway University of London	英国
251-300	西江大学	Sogang University	韩国
